time;type;message
1682114877.2511091;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114877.313996;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114877.3976762;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114877.4584873;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114877.5386028;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114877.6005762;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114877.679087;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114877.7410853;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114877.8169956;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114877.881637;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114877.9588668;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.0258272;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.1033509;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.1666799;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.2430854;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.3043635;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.3829257;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.442748;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.5205595;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.581448;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.6586878;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.716985;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.7958453;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.8585083;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.9345465;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114878.998597;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114879.0730658;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114879.1331651;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114881.3114033;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.68m/s)
1682114881.3124514;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114881.3949883;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.78m/s)
1682114881.3960578;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114881.4574978;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114881.4595635;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -1.21m/s)
1682114881.4604816;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114881.5386124;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.84m/s)
1682114881.5400105;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114881.6017425;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114881.6791341;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114881.7702281;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114881.8725429;WARNING;Warning: One trajectory generation iteration took more than 0.110s (Actual calculation time: 0.114s)
1682114881.8760378;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114881.9392886;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.0205214;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.0839396;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.164232;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.2262387;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.3044865;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.365347;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.443841;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.5071063;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.587046;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.6518762;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.7317276;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.796923;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.8743987;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114882.9379685;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114883.0190089;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114883.0888517;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114883.1690354;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114883.5896256;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114884.859589;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114884.9469304;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.0110197;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.087305;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.1501117;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.2340255;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.2967908;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.3733945;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.4374676;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.5149918;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.5748441;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.6533089;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.7139797;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.791431;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.8500733;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.9286342;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114885.9900475;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.0691667;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.130598;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.2158837;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.2794511;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.355663;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.417683;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.4955206;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.555487;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.636401;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.694456;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.7738686;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.841366;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.9190295;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114886.9820654;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114887.075596;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114887.141714;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114887.2173178;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114887.2780323;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114887.355069;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114887.416556;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114887.4923463;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114887.5510507;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114887.6295948;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114890.2590656;WARNING;Warning: One trajectory generation iteration took more than 0.110s (Actual calculation time: 1.223s)
1682114890.5933838;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114890.671969;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114890.7323844;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114890.8103402;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114890.8706715;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114890.9492621;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.0111635;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.0879343;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.152548;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.2382588;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.301137;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.3784094;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.4455922;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.5244703;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.586066;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.6654725;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.7251177;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.8087327;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.868746;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114891.944518;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114892.0047448;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114892.08576;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114892.1464977;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114892.2244992;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114892.2877266;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114892.3642936;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114892.4257007;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114892.5034506;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114892.775809;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114892.8367586;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114892.9750216;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114893.05281;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114893.1156938;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114893.2001863;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114893.2638772;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114893.3408859;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114893.4027996;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114893.4788277;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114893.5358627;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114893.612772;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114893.6709332;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114893.8154836;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114893.8944492;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114893.9533193;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114894.0299675;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114894.3023055;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114894.3622003;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114894.4424481;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114894.5036495;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114894.5810227;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114894.641762;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114894.721271;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114894.7825978;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114894.8573835;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114894.9217775;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114894.9981527;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114895.0619404;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114895.144876;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114895.2087839;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114895.4818132;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114895.5603354;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114895.6202588;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114896.1620438;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114896.2545314;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114896.317803;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114896.396463;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114896.4568248;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114896.5353553;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114896.5962076;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114896.6731217;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114896.7373788;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114896.8206484;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114896.8842041;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114896.9613512;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114897.0236351;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114897.108125;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114897.1662915;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114897.2453682;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114897.3076913;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114897.387572;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114897.449154;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114897.5273178;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114897.5892844;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114897.6657379;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114897.727941;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114897.8064842;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114898.0020123;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114898.0856457;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114898.146116;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114898.2247808;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114898.2869682;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114898.3649933;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114898.423772;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114898.5022018;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114898.5666459;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114898.6440718;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114898.7129552;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114898.7869325;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114898.8474634;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114899.3365345;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114900.4952648;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114900.5736368;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114900.6388974;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114900.7167156;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114900.7843654;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114900.8605504;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114900.919415;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114901.0018775;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.0635607;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.1460686;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.2173026;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.2950826;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.3604667;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.4368875;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.4982145;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.5776398;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.6392343;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.7186596;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.779461;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.8585358;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.9186985;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114901.9962487;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114902.0589292;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114902.134067;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114902.197132;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114902.2739036;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114903.169534;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114903.2478836;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114903.3083572;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114903.3904343;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114903.4505022;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114903.5320988;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114903.594693;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114903.6749055;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114903.7354856;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114903.814222;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114903.8735564;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114903.9516468;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114904.016686;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114904.0940504;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114904.1578126;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114904.2349098;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114904.2992656;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114904.3755476;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114904.4407625;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114906.4483125;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114906.450472;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -1.53m/s)
1682114906.4515197;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114906.5153146;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114906.5981545;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114906.6600156;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114906.73762;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114906.8015027;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114906.8787575;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114906.942675;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.019572;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.0793297;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.1589687;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.2225244;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.3025708;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.363367;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.4411116;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.5024226;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.5785723;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.6397376;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.7188132;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.780621;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.8588994;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114907.9210877;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114908.0038831;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114908.0648048;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114908.1432962;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114908.2025087;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114908.281357;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114908.345955;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114908.4264016;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114908.486483;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114908.5636714;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114908.627627;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114908.7047179;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114908.765849;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114908.8422642;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114908.9021983;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114911.2172875;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.45m/s)
1682114911.218158;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114911.2951114;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.49m/s)
1682114911.296016;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114911.3645878;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114911.3665447;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.56m/s)
1682114911.367525;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114911.4456556;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114911.5091238;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114911.5853796;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114911.6499488;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114911.7287283;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114911.7903912;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114911.8669865;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114911.9271004;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.0056713;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.0663118;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.1435716;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.2081232;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.2839665;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.345681;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.4229114;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.4842594;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.562111;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.6216464;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.699359;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.759528;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.8403053;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.9013724;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114912.9776666;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114913.04164;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114913.121227;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114913.1902251;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114913.2653892;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114913.3263655;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114916.2429035;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114916.2452118;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.84m/s)
1682114916.2462053;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114916.3073902;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114916.3094275;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.97m/s)
1682114916.310479;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114916.3926198;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114916.4501355;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114916.5279434;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114916.5908449;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114916.6684783;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114916.7309318;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114916.8075187;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114916.8742578;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114916.951754;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114917.0119205;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114917.090879;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114917.1521158;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114917.2302122;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114917.2906358;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114917.3751073;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114917.4343302;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114917.51047;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114917.5741518;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114918.7932327;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114918.795368;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: straight, Offset: -0.33m/s)
1682114918.7964854;WARNING;Detected iterative infeasibility and triggered deceleration on old path!
1682114918.8775852;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114918.937779;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.0205963;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.0802653;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.1608732;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.219988;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.2978532;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.3597562;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.4378865;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.5031207;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.5797598;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.6414225;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.720328;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.7799776;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.8577394;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.9192457;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1682114919.993286;INFO;No feasible solution for 'straight'! Reduced planning horizon!
1682114920.0532997;INFO;No feasible solution for 'straight'! Reduced planning horizon!
